State Name,City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details
Jharkhand,Unknown,2020,August,Wednesday,11:58,Serious,3,Truck,5,0,Rainy,Urban Road,Wet,Daylight,,107,26,Female,Expired,No,Intersection
Madhya Pradesh,Bangalore,2018,February,Sunday,19:47,Serious,5,Bus,1,0,Rainy,State Highway,Wet,Daylight,Police Checkpost,117,31,Female,Expired,No,Straight Road
Andhra Pradesh,New Delhi,2023,April,Friday,4:56,Serious,4,Car,6,2,Clear,Village Road,Dry,Daylight,Signs,82,46,Female,Valid,Yes,Curve
Chandigarh,Unknown,2022,March,Saturday,19:06,Serious,1,Cycle,5,2,Rainy,Urban Road,Damaged,Dawn,Signs,43,23,Male,Valid,No,Intersection
Haryana,Unknown,2018,October,Monday,20:45,Serious,5,Truck,6,2,Rainy,Urban Road,Wet,Dark,Signals,88,51,Female,Valid,No,Intersection
Odisha,Unknown,2020,January,Friday,10:02,Serious,5,Truck,2,2,Foggy,National Highway,Wet,Dusk,Signs,31,27,Male,,No,Bridge
Chandigarh,Coimbatore,2019,September,Monday,11:42,Minor,1,Truck,7,0,Stormy,Urban Road,Under Construction,Daylight,,63,24,Male,Valid,Yes,Intersection
Madhya Pradesh,Ahmedabad,2019,March,Tuesday,4:22,Serious,4,Auto-Rickshaw,11,0,Rainy,State Highway,Under Construction,Daylight,Signs,62,66,Female,Expired,No,Intersection
Karnataka,Unknown,2023,March,Tuesday,12:52,Serious,4,Truck,6,0,Rainy,Village Road,Under Construction,Dawn,Signs,95,46,Female,,Yes,Curve
Jammu and Kashmir,Mumbai,2020,April,Sunday,20:47,Serious,1,Car,2,0,Clear,Village Road,Under Construction,Dark,,110,72,Female,,No,Bridge
Karnataka,Unknown,2021,May,Saturday,5:29,Minor,5,Cycle,6,2,Rainy,State Highway,Under Construction,Daylight,Signs,74,32,Male,Valid,Yes,Intersection
Maharashtra,Ahmedabad,2020,October,Saturday,16:59,Minor,5,Car,7,2,Foggy,Village Road,Damaged,Dusk,,49,34,Male,Expired,No,Straight Road
Mizoram,Coimbatore,2020,June,Friday,7:11,Serious,5,Pedestrian,8,3,Foggy,State Highway,Under Construction,Dusk,Signs,97,17,Female,Valid,No,Bridge
Odisha,Unknown,2018,May,Saturday,0:24,Minor,4,Bus,7,2,Foggy,National Highway,Wet,Dark,Signs,111,39,Female,,Yes,Straight Road
Punjab,Durgapur,2019,July,Monday,6:19,Serious,4,Cycle,2,3,Rainy,Village Road,Dry,Dusk,Signs,113,47,Female,Expired,Yes,Straight Road
Maharashtra,Unknown,2020,November,Sunday,1:25,Serious,5,Car,2,0,Clear,Village Road,Under Construction,Daylight,,57,42,Female,,No,Bridge
Chhattisgarh,Vijayawada,2020,November,Saturday,15:16,Fatal,4,Cycle,6,0,Clear,National Highway,Under Construction,Dark,,35,47,Male,Valid,Yes,Straight Road
Mizoram,Unknown,2020,August,Saturday,4:51,Serious,3,Auto-Rickshaw,1,2,Stormy,Village Road,Damaged,Dusk,,92,54,Male,,No,Bridge
Assam,Unknown,2019,November,Tuesday,22:19,Serious,2,Truck,-1,2,Clear,Village Road,Damaged,Daylight,Signs,66,59,Male,Valid,No,Intersection
Mizoram,Unknown,2023,December,Saturday,3:43,Fatal,2,Car,10,2,Foggy,State Highway,Wet,Daylight,Signs,115,62,Male,Expired,Yes,Intersection
Bihar,Unknown,2019,January,Thursday,23:43,Serious,2,Truck,2,3,Foggy,Village Road,Under Construction,Dawn,Police Checkpost,58,44,Female,,No,Intersection
Odisha,Unknown,2022,October,Tuesday,9:25,Serious,4,Auto-Rickshaw,3,2,Foggy,Urban Road,Damaged,Daylight,Signs,80,45,Male,Expired,Yes,Curve
Rajasthan,Vadodara,2021,April,Thursday,14:03,Minor,5,Truck,4,3,Stormy,National Highway,Wet,Dawn,Signs,86,43,Male,,No,Intersection
Puducherry,Unknown,2023,September,Sunday,21:09,Minor,5,Truck,8,2,Stormy,National Highway,Under Construction,Daylight,Police Checkpost,66,62,Male,,No,Intersection
Meghalaya,Unknown,2021,July,Friday,1:36,Fatal,5,Cycle,7,2,Rainy,State Highway,Under Construction,Dark,Police Checkpost,93,34,Male,Valid,No,Curve
Puducherry,Mysore,2020,April,Saturday,17:03,Minor,1,Auto-Rickshaw,5,2,Clear,State Highway,Under Construction,Daylight,,114,39,Female,Expired,Yes,Intersection
West Bengal,Unknown,2019,September,Saturday,15:01,Fatal,1,Auto-Rickshaw,3,5,Rainy,State Highway,Under Construction,Dawn,Police Checkpost,113,51,Female,,No,Straight Road
Nagaland,Unknown,2019,October,Thursday,22:41,Serious,5,Auto-Rickshaw,5,3,Rainy,State Highway,Wet,Dawn,Signs,108,37,Female,Valid,Yes,Straight Road
Tripura,Surat,2021,March,Sunday,5:12,Serious,4,Two-Wheeler,9,3,Clear,State Highway,Wet,Dark,Signs,115,61,Male,Valid,Yes,Intersection
Meghalaya,Varanasi,2018,February,Wednesday,23:56,Minor,4,Cycle,3,0,Clear,State Highway,Damaged,Dark,Signs,104,66,Male,Valid,No,Intersection
Jammu and Kashmir,Nagpur,2023,March,Saturday,14:15,Serious,5,Bus,3,3,Rainy,State Highway,Wet,Daylight,Signs,115,21,Female,Expired,Yes,Straight Road
Tripura,Lucknow,2020,January,Wednesday,12:02,Serious,1,Bus,3,1,Rainy,State Highway,Under Construction,Dark,Signals,34,43,Male,,No,Straight Road
Madhya Pradesh,Siliguri,2023,January,Friday,21:12,Serious,2,Two-Wheeler,1,2,Foggy,National Highway,Under Construction,Daylight,Police Checkpost,100,14,Female,Expired,Yes,Straight Road
Haryana,Unknown,2019,November,Wednesday,9:22,Minor,5,Cycle,1,5,Clear,State Highway,Dry,Dark,Signs,91,44,Male,Expired,No,Intersection
Uttar Pradesh,Unknown,2021,March,Saturday,1:28,Minor,4,Two-Wheeler,7,5,Rainy,Village Road,Under Construction,Daylight,Signs,122,65,Male,Valid,No,Intersection
West Bengal,Unknown,2022,January,Wednesday,6:58,Serious,2,Car,1,3,Stormy,State Highway,Dry,Daylight,Signs,105,41,Male,Valid,Yes,Straight Road
Meghalaya,Unknown,2019,January,Monday,15:01,Serious,2,Pedestrian,4,3,Stormy,National Highway,Dry,Dark,Signs,89,26,Female,,Yes,Intersection
Meghalaya,Unknown,2020,December,Sunday,20:41,Minor,1,Two-Wheeler,3,3,Rainy,State Highway,Under Construction,Dark,Signs,116,51,Female,Valid,No,Bridge
Tripura,Unknown,2020,March,Sunday,8:07,Serious,2,Cycle,2,4,Clear,National Highway,Damaged,Dusk,Signs,45,59,Male,,No,Intersection
Meghalaya,Unknown,2021,January,Monday,16:43,Fatal,5,Car,7,5,Rainy,Village Road,Under Construction,Daylight,Signs,67,45,Female,Expired,Yes,Curve
Maharashtra,Unknown,2020,January,Saturday,9:58,Minor,5,Two-Wheeler,2,3,Clear,State Highway,Damaged,Dusk,,95,31,Male,Expired,Yes,Bridge
Mizoram,Unknown,2021,March,Sunday,5:17,Minor,2,Cycle,3,5,Rainy,National Highway,Dry,Daylight,Signs,47,42,Male,,Yes,Straight Road
Uttarakhand,Unknown,2019,December,Monday,3:58,Serious,5,Auto-Rickshaw,5,3,Rainy,State Highway,Under Construction,Dusk,Police Checkpost,118,28,Female,,No,Curve
Karnataka,Madurai,2019,May,Sunday,3:05,Fatal,4,Car,10,3,Stormy,National Highway,Under Construction,Dark,Police Checkpost,105,51,Female,,Yes,Straight Road
Karnataka,Lucknow,2022,February,Friday,22:00,Fatal,5,Auto-Rickshaw,6,1,Rainy,Village Road,Damaged,Dawn,Signs,117,69,Male,Valid,Yes,Intersection
Jharkhand,Unknown,2020,February,Monday,16:25,Minor,1,Bus,6,2,Rainy,Village Road,Under Construction,Dark,Signs,79,36,Male,Valid,No,Intersection
Tripura,Tirupati,2019,March,Tuesday,1:12,Fatal,4,Auto-Rickshaw,6,4,Clear,National Highway,Dry,Daylight,Signs,38,74,Female,Expired,Yes,Straight Road
Delhi,Ahmedabad,2020,July,Tuesday,1:10,Serious,2,Car,1,2,Rainy,State Highway,Under Construction,Daylight,Signs,53,33,Female,,Yes,Straight Road
Kerala,Unknown,2018,May,Sunday,15:24,Serious,2,Bus,5,3,Rainy,State Highway,Wet,Dawn,,80,19,Male,,No,Intersection
Telangana,Udaipur,2019,January,Friday,11:30,Serious,4,Truck,1,0,Hazy,State Highway,Under Construction,Dawn,Signs,45,30,Male,Valid,No,Curve
Mizoram,Mumbai,2021,February,Saturday,5:59,Serious,2,Truck,6,2,Hazy,Village Road,Damaged,Daylight,Signs,127,63,Female,Valid,No,Curve
Odisha,Unknown,2020,September,Tuesday,2:53,Fatal,1,Truck,10,0,Clear,Urban Road,Under Construction,Dusk,Police Checkpost,110,29,Female,Expired,No,Bridge
West Bengal,Mysore,2019,September,Wednesday,12:40,Serious,5,Cycle,3,4,Foggy,State Highway,Dry,Daylight,Police Checkpost,106,43,Male,Expired,No,Bridge
Jammu and Kashmir,Unknown,2019,April,Wednesday,13:30,Serious,4,Bus,3,3,Rainy,Village Road,Under Construction,Dawn,Signals,91,46,Female,,No,Curve
Gujarat,Unknown,2020,March,Tuesday,13:34,Serious,1,Cycle,8,2,Hazy,Village Road,Wet,Dark,Signs,54,17,Male,Expired,No,Curve
Kerala,Surat,2019,April,Saturday,19:22,Serious,1,Cycle,1,2,Clear,State Highway,Wet,Dark,Signs,55,57,Female,Valid,No,Bridge
Andhra Pradesh,Unknown,2020,November,Sunday,14:56,Minor,2,Truck,2,0,Hazy,State Highway,Dry,Daylight,Signals,105,46,Male,,No,Intersection
Chandigarh,Nagpur,2018,May,Friday,19:57,Fatal,3,Auto-Rickshaw,8,5,Clear,National Highway,Dry,Daylight,Signs,107,53,Male,Expired,Yes,Bridge
Tamil Nadu,Bangalore,2023,July,Tuesday,12:16,Serious,5,Cycle,2,3,Hazy,Urban Road,Wet,Daylight,Signals,112,47,Female,Expired,Yes,Straight Road
Gujarat,New Delhi,2022,February,Saturday,14:42,Serious,4,Cycle,7,1,Hazy,Urban Road,Dry,Dark,Police Checkpost,37,39,Male,Expired,No,Intersection
Chhattisgarh,Ahmedabad,2020,August,Monday,3:40,Minor,2,Pedestrian,2,5,Hazy,State Highway,Dry,Dark,Police Checkpost,110,39,Male,Valid,No,Bridge
Chhattisgarh,Unknown,2022,June,Sunday,8:34,Minor,4,Two-Wheeler,0,3,Rainy,State Highway,Under Construction,Daylight,,115,34,Female,,Yes,Straight Road
Sikkim,Vadodara,2021,January,Sunday,11:40,Minor,2,Cycle,7,2,Rainy,State Highway,Wet,Dark,Signals,112,42,Female,Expired,Yes,Straight Road
Puducherry,Unknown,2021,September,Friday,16:11,Fatal,1,Car,0,1,Foggy,National Highway,Under Construction,Dusk,Police Checkpost,82,35,Male,Valid,Yes,Curve
Himachal Pradesh,Unknown,2019,October,Friday,14:23,Serious,4,Cycle,4,5,Clear,State Highway,Dry,Daylight,Police Checkpost,103,63,Male,,No,Bridge
Assam,Unknown,2021,January,Friday,19:53,Serious,5,Two-Wheeler,6,5,Rainy,State Highway,Wet,Dawn,Signs,121,34,Male,,No,Intersection
Nagaland,Unknown,2019,October,Thursday,0:14,Serious,4,Cycle,6,0,Rainy,State Highway,Damaged,Daylight,Signs,89,73,Female,Valid,Yes,Bridge
Haryana,Unknown,2020,March,Monday,21:31,Serious,3,Car,7,0,Foggy,Village Road,Wet,Dark,,67,17,Male,,No,Curve
Karnataka,Lucknow,2021,January,Friday,8:03,Minor,2,Bus,7,2,Clear,State Highway,Dry,Dawn,Signs,34,44,Male,Expired,Yes,Intersection
Puducherry,Unknown,2020,December,Sunday,5:52,Fatal,5,Truck,11,2,Rainy,Village Road,Damaged,Daylight,Signs,113,71,Male,,Yes,Intersection
Odisha,Bangalore,2023,October,Thursday,3:52,Fatal,5,Bus,7,3,Stormy,Urban Road,Dry,Dusk,,107,21,Male,Expired,No,Intersection
Assam,Unknown,2023,November,Friday,5:04,Fatal,5,Truck,1,0,Hazy,National Highway,Under Construction,Dusk,Police Checkpost,37,21,Male,Expired,Yes,Straight Road
Assam,Lucknow,2019,September,Tuesday,1:25,Minor,1,Truck,1,2,Stormy,National Highway,Damaged,Daylight,Police Checkpost,36,29,Male,Expired,No,Intersection
Goa,Unknown,2019,September,Sunday,1:43,Serious,4,Car,7,1,Clear,Village Road,Under Construction,Dark,Signals,40,31,Female,Expired,No,Intersection
Bihar,Ahmedabad,2023,October,Saturday,15:40,Fatal,3,Two-Wheeler,10,4,Rainy,State Highway,Damaged,Daylight,Signs,77,49,Female,Valid,No,Straight Road
Tamil Nadu,Tirupati,2020,January,Friday,14:39,Serious,2,Car,5,0,Rainy,State Highway,Dry,Dark,Signals,62,70,Male,Expired,Yes,Bridge
Uttar Pradesh,Unknown,2021,September,Sunday,2:56,Serious,2,Truck,3,3,Clear,National Highway,Damaged,Dark,Police Checkpost,61,58,Male,Expired,No,Bridge
Goa,Unknown,2022,April,Friday,5:44,Serious,2,Car,5,0,Rainy,National Highway,Under Construction,Dawn,,47,48,Male,,No,Bridge
Rajasthan,Lucknow,2022,January,Friday,3:58,Serious,5,Bus,6,3,Foggy,Village Road,Under Construction,Daylight,Signals,79,69,Female,Valid,Yes,Straight Road
Kerala,Unknown,2019,November,Thursday,6:37,Serious,5,Truck,10,5,Hazy,State Highway,Under Construction,Dark,,65,45,Female,Expired,Yes,Curve
Chandigarh,Jodhpur,2022,December,Sunday,3:29,Serious,2,Pedestrian,1,0,Rainy,Village Road,Dry,Dark,Signals,102,65,Female,Valid,Yes,Intersection
Punjab,Unknown,2021,March,Sunday,8:51,Fatal,5,Pedestrian,6,0,Hazy,National Highway,Dry,Dawn,Police Checkpost,80,66,Female,,No,Straight Road
Kerala,Unknown,2021,October,Thursday,19:15,Serious,1,Car,3,3,Clear,Village Road,Under Construction,Dark,Police Checkpost,111,22,Male,,No,Bridge
Chandigarh,Siliguri,2023,November,Saturday,15:18,Serious,5,Cycle,5,3,Rainy,Village Road,Wet,Daylight,Signs,96,21,Female,Expired,No,Bridge
Tripura,Unknown,2020,March,Monday,2:08,Serious,3,Car,7,5,Stormy,Urban Road,Under Construction,Dusk,Signs,109,35,Female,,No,Curve
Bihar,Unknown,2019,August,Thursday,17:09,Serious,4,Truck,7,1,Hazy,State Highway,Under Construction,Dark,Police Checkpost,89,64,Male,,Yes,Intersection
Delhi,Unknown,2019,January,Saturday,15:03,Minor,3,Car,3,0,Stormy,State Highway,Wet,Dark,Signs,37,64,Male,Valid,Yes,Intersection
Meghalaya,Ahmedabad,2018,February,Friday,21:09,Fatal,3,Two-Wheeler,2,3,Foggy,Village Road,Damaged,Daylight,Signals,108,45,Male,Expired,No,Intersection
Nagaland,Ahmedabad,2019,December,Tuesday,2:56,Fatal,4,Car,6,0,Rainy,State Highway,Under Construction,Daylight,Signs,120,22,Female,Valid,Yes,Straight Road
Sikkim,Kolkata,2019,October,Thursday,6:15,Serious,2,Pedestrian,6,3,Stormy,National Highway,Damaged,Dusk,Signs,109,23,Male,Valid,No,Intersection
Rajasthan,Kolkata,2021,October,Saturday,22:00,Fatal,2,Truck,7,1,Rainy,Village Road,Under Construction,Dusk,Police Checkpost,73,52,Female,Expired,Yes,Straight Road
Jammu and Kashmir,Unknown,2023,October,Friday,15:17,Serious,4,Car,6,4,Rainy,State Highway,Under Construction,Daylight,Signs,43,17,Female,Valid,No,Curve
Kerala,Unknown,2020,November,Friday,7:39,Minor,3,Car,10,0,Stormy,National Highway,Under Construction,Dusk,Police Checkpost,95,25,Female,Valid,No,Bridge
Mizoram,Unknown,2018,July,Tuesday,1:36,Fatal,1,Truck,5,2,Stormy,State Highway,Wet,Dawn,Police Checkpost,51,42,Female,Valid,No,Bridge
Delhi,Unknown,2018,November,Friday,18:55,Minor,5,Truck,9,0,Clear,State Highway,Dry,Daylight,Signs,107,44,Male,Expired,Yes,Intersection
Sikkim,Unknown,2021,March,Friday,11:24,Fatal,4,Cycle,1,2,Stormy,Village Road,Damaged,Dusk,,77,48,Male,,No,Curve
Uttar Pradesh,Unknown,2022,May,Tuesday,11:47,Serious,1,Cycle,0,5,Foggy,Village Road,Damaged,Dawn,Signs,103,26,Male,,Yes,Intersection
Goa,Kolkata,2022,April,Saturday,19:23,Fatal,3,Two-Wheeler,10,0,Rainy,Village Road,Under Construction,Dawn,,80,26,Male,,Yes,Curve
Manipur,Unknown,2023,August,Thursday,13:00,Serious,4,Pedestrian,2,2,Rainy,State Highway,Damaged,Daylight,Signs,73,29,Female,Valid,No,Intersection
Sikkim,Jaipur,2019,October,Tuesday,7:09,Serious,1,Truck,6,2,Clear,National Highway,Damaged,Dark,Signs,117,52,Female,,Yes,Bridge
Uttar Pradesh,Unknown,2022,October,Thursday,20:52,Serious,5,Cycle,5,5,Hazy,National Highway,Under Construction,Dark,Police Checkpost,62,47,Male,,Yes,Intersection
Odisha,Mangalore,2020,September,Sunday,17:01,Fatal,4,Car,6,5,Hazy,Village Road,Dry,Dusk,Signs,64,31,Male,Expired,Yes,Intersection
Chhattisgarh,Unknown,2020,October,Wednesday,5:09,Fatal,4,Two-Wheeler,4,2,Rainy,Urban Road,Wet,Dawn,Signals,101,66,Male,Expired,No,Intersection
Haryana,Madurai,2021,November,Sunday,3:48,Serious,4,Bus,3,2,Rainy,Urban Road,Dry,Dawn,Signs,41,71,Female,Expired,Yes,Intersection
Uttar Pradesh,Unknown,2018,March,Friday,8:38,Minor,4,Two-Wheeler,10,2,Clear,State Highway,Under Construction,Dark,Signals,42,67,Male,Valid,Yes,Bridge
Uttar Pradesh,Unknown,2020,November,Tuesday,0:53,Fatal,3,Cycle,7,2,Rainy,State Highway,Under Construction,Dusk,Police Checkpost,69,58,Male,,Yes,Intersection
Chhattisgarh,Lucknow,2020,February,Sunday,16:24,Serious,2,Pedestrian,8,4,Stormy,National Highway,Dry,Dark,,78,31,Male,Expired,No,Curve
Telangana,Lucknow,2021,January,Saturday,5:26,Serious,5,Bus,1,0,Rainy,State Highway,Damaged,Dusk,Police Checkpost,60,38,Female,,No,Straight Road
Sikkim,Unknown,2019,November,Friday,17:39,Minor,2,Auto-Rickshaw,2,2,Rainy,State Highway,Under Construction,Dark,Signals,120,24,Male,Valid,Yes,Intersection
Jharkhand,Kanpur,2023,February,Sunday,3:28,Fatal,4,Bus,10,1,Hazy,National Highway,Under Construction,Dusk,Police Checkpost,112,45,Male,,No,Curve
Punjab,Mumbai,2022,November,Monday,19:43,Serious,4,Auto-Rickshaw,3,0,Rainy,Village Road,Dry,Dark,Police Checkpost,113,68,Female,Valid,No,Straight Road
Manipur,Unknown,2023,October,Friday,17:29,Serious,4,Truck,2,1,Hazy,State Highway,Damaged,Dawn,Signs,101,51,Male,,No,Straight Road
Meghalaya,Unknown,2019,June,Saturday,10:34,Fatal,5,Car,8,5,Foggy,Village Road,Damaged,Dawn,Signals,72,45,Female,Expired,No,Bridge
Meghalaya,Unknown,2021,February,Thursday,11:23,Minor,5,Cycle,7,2,Rainy,State Highway,Wet,Dusk,Signs,114,35,Male,Expired,Yes,Intersection
Arunachal Pradesh,Unknown,2020,August,Monday,0:22,Serious,3,Cycle,2,3,Rainy,State Highway,Dry,Dark,Police Checkpost,86,68,Female,Expired,Yes,Bridge
Rajasthan,Unknown,2022,March,Saturday,8:51,Serious,4,Truck,6,2,Hazy,State Highway,Under Construction,Dark,Signs,117,68,Male,,Yes,Intersection
Odisha,Unknown,2019,February,Saturday,2:30,Minor,4,Car,2,2,Hazy,Urban Road,Under Construction,Daylight,Signs,48,34,Male,,Yes,Intersection
Nagaland,Vadodara,2020,July,Friday,10:46,Serious,2,Auto-Rickshaw,1,3,Foggy,Village Road,Damaged,Daylight,Signals,77,52,Male,Valid,Yes,Straight Road
Maharashtra,Madurai,2021,December,Monday,16:31,Serious,4,Two-Wheeler,2,3,Hazy,Urban Road,Under Construction,Daylight,,47,48,Female,,No,Bridge
Uttar Pradesh,Unknown,2022,December,Thursday,3:23,Minor,5,Truck,7,2,Rainy,Village Road,Under Construction,Dusk,Police Checkpost,57,44,Male,,Yes,Straight Road
Nagaland,Surat,2021,October,Tuesday,13:58,Fatal,5,Bus,0,0,Rainy,Village Road,Damaged,Daylight,Signals,88,50,Female,,No,Intersection
Chhattisgarh,Kolkata,2023,January,Tuesday,5:03,Minor,5,Cycle,6,5,Clear,Village Road,Wet,Dusk,,112,67,Male,,Yes,Straight Road
Jammu and Kashmir,Madurai,2021,February,Friday,7:02,Serious,1,Cycle,7,1,Hazy,National Highway,Dry,Dark,Signs,79,48,Male,Expired,No,Straight Road
Chhattisgarh,Jaipur,2020,October,Wednesday,9:02,Serious,2,Car,10,2,Rainy,National Highway,Damaged,Dusk,Signs,90,58,Male,Expired,No,Curve
Meghalaya,Chennai,2023,December,Saturday,14:03,Serious,2,Pedestrian,1,0,Rainy,Village Road,Wet,Dark,,108,52,Female,Valid,Yes,Bridge
Madhya Pradesh,Durgapur,2020,October,Saturday,21:02,Minor,2,Car,2,3,Clear,National Highway,Under Construction,Dark,Signs,122,38,Female,,Yes,Intersection
Maharashtra,Varanasi,2021,October,Friday,2:46,Serious,5,Truck,3,2,Rainy,Village Road,Damaged,Dark,Signals,50,71,Female,,Yes,Straight Road
Delhi,Unknown,2022,October,Friday,2:24,Fatal,2,Two-Wheeler,7,3,Rainy,State Highway,Wet,Daylight,,38,53,Male,,Yes,Intersection
Mizoram,Kolkata,2023,February,Friday,7:57,Serious,2,Car,3,3,Clear,Village Road,Under Construction,Dark,Signals,122,57,Female,Valid,No,Straight Road
Gujarat,Unknown,2020,July,Tuesday,22:47,Serious,5,Car,6,0,Rainy,Village Road,Wet,Dawn,Signs,104,51,Male,,No,Bridge
Uttar Pradesh,Unknown,2020,March,Saturday,18:52,Fatal,5,Car,9,3,Stormy,National Highway,Wet,Dark,Signs,89,39,Male,Valid,No,Intersection
Chhattisgarh,Unknown,2023,March,Thursday,20:26,Minor,2,Cycle,7,3,Rainy,Village Road,Dry,Dark,Signals,35,17,Female,Expired,No,Curve
Jammu and Kashmir,Unknown,2023,October,Thursday,21:53,Serious,5,Auto-Rickshaw,9,2,Foggy,Urban Road,Under Construction,Dark,Signs,73,30,Female,,No,Curve
Kerala,Bangalore,2018,July,Sunday,12:16,Serious,3,Truck,3,1,Stormy,National Highway,Dry,Dusk,Police Checkpost,51,47,Female,Valid,No,Straight Road
Nagaland,Unknown,2019,October,Friday,8:29,Serious,1,Truck,9,2,Clear,Village Road,Under Construction,Daylight,,20,46,Female,Valid,No,Straight Road
Gujarat,Chennai,2020,October,Friday,3:25,Fatal,5,Truck,3,0,Rainy,Village Road,Dry,Dark,Signs,38,41,Female,Valid,No,Straight Road
Maharashtra,Unknown,2019,July,Sunday,12:06,Fatal,1,Cycle,4,3,Clear,National Highway,Dry,Dark,Signs,103,54,Male,Valid,Yes,Curve
Chandigarh,Unknown,2020,January,Thursday,19:11,Minor,1,Bus,4,3,Foggy,Urban Road,Wet,Dusk,Signals,100,44,Male,,No,Curve
Nagaland,Unknown,2020,August,Thursday,6:42,Minor,5,Car,3,2,Rainy,Urban Road,Damaged,Daylight,Signs,105,48,Female,Expired,No,Intersection
Gujarat,Mysore,2021,October,Saturday,8:53,Minor,3,Bus,9,4,Stormy,Urban Road,Damaged,Dusk,,85,33,Male,Valid,No,Curve
Chandigarh,Unknown,2019,July,Monday,7:19,Serious,5,Two-Wheeler,6,1,Foggy,Village Road,Under Construction,Daylight,Signs,103,37,Female,,No,Intersection
Jammu and Kashmir,Unknown,2022,February,Saturday,10:20,Minor,5,Cycle,3,1,Clear,State Highway,Damaged,Daylight,Signs,111,46,Male,,No,Curve
Madhya Pradesh,Unknown,2022,June,Sunday,0:09,Serious,5,Truck,9,2,Rainy,State Highway,Under Construction,Dark,Police Checkpost,111,25,Female,Valid,Yes,Bridge
Jharkhand,Unknown,2021,January,Monday,3:21,Minor,2,Auto-Rickshaw,3,2,Rainy,State Highway,Under Construction,Daylight,Signs,124,48,Male,Expired,No,Bridge
Tamil Nadu,Unknown,2019,May,Tuesday,4:48,Fatal,5,Truck,3,1,Stormy,Urban Road,Wet,Dusk,Signs,80,28,Male,Valid,No,Straight Road
Puducherry,Ahmedabad,2020,October,Friday,0:51,Serious,5,Two-Wheeler,6,0,Hazy,Village Road,Under Construction,Daylight,Police Checkpost,72,35,Female,,No,Straight Road
Uttar Pradesh,Udaipur,2022,April,Sunday,15:40,Minor,5,Cycle,1,4,Clear,National Highway,Wet,Dawn,Signs,110,64,Male,,No,Intersection
Delhi,Varanasi,2019,January,Tuesday,5:09,Serious,5,Truck,6,3,Rainy,National Highway,Wet,Daylight,Signs,99,58,Female,,Yes,Intersection
Meghalaya,Rohini,2022,July,Tuesday,8:45,Fatal,2,Cycle,6,1,Hazy,Village Road,Damaged,Dusk,Signs,72,34,Male,,No,Intersection
Uttar Pradesh,Unknown,2020,June,Friday,2:50,Fatal,2,Pedestrian,6,2,Clear,Village Road,Under Construction,Dark,,49,42,Male,,No,Straight Road
Arunachal Pradesh,Chennai,2022,July,Friday,7:31,Serious,1,Car,6,5,Rainy,National Highway,Damaged,Daylight,Police Checkpost,108,52,Male,Expired,Yes,Bridge
Haryana,Kanpur,2020,October,Thursday,7:24,Minor,4,Cycle,1,3,Rainy,State Highway,Dry,Dusk,Signs,29,54,Male,,No,Intersection
Karnataka,Unknown,2021,November,Saturday,21:33,Fatal,5,Cycle,9,3,Clear,State Highway,Under Construction,Dusk,Signs,68,36,Female,Expired,Yes,Curve
Bihar,Unknown,2020,October,Friday,20:14,Serious,5,Truck,2,2,Stormy,Village Road,Under Construction,Daylight,Police Checkpost,78,47,Female,,Yes,Straight Road
